,Id,Immobilisations incorporelles,Immobilisations corporelles,Actifs financiers non courants,Stocks et travaux en-cours,Créances clients et comptes rattachés,Trésorerie et équivalents de trésorerie,Total actif,Capitaux propres,Provisions pour risques et charges non courantes,Dettes financières non courantes,Dettes financières courantes,Fournisseurs et comptes rattaches,Total passif,Chiffre d'affaires,Produits des activités ordinaires,Résultat opérationnel,Coût de l'endettement financier net,Quote part resultats des Sociétés Mises en Equivalence,RN des activités abandonnées,Résultat net
144,145,123.0,284700.0,249500.0,14049000.0,0.0,137608.0,442540100.0,23999400,0.0,134847.0,84800.0,28567.0,442540100.0,0,0,0,0,0,0,0
145,146,29.0,297400.0,252400.0,14738000.0,0.0,213800.0,7223218.0,1802781,0.0,104876.0,130900.0,21368.0,7223218.0,130 219,43 666 000,8 199 000,16 140,34 232,0,83 658
146,147,43.0,17807.0,3012.0,683000.0,1991.0,231071.0,7219040.0,1806397,212116.0,97567.0,3193.0,18161.0,7219040.0,161 500,46 826 000,9 875 000,8 238,549,0,-632 654
147,148,37.0,20219.0,6033.0,740000.0,136639.0,4100000.0,7382922.0,1924741,252700.0,153900.0,3059.0,96812.0,7382922.0,262 300,53 670 000,11 233 000,8 270,-74 779,0,-1 049 481
148,149,2453.0,22270.0,16488.0,745000.0,167723.0,5038000.0,0.0,0,192900.0,156200.0,3345.0,113742.0,0.0,409 100,44 651 000,7 967 000,12 552,19 587,0,-1 323 704
149,150,3083.0,22138.0,26730.0,803000.0,122736.0,4275000.0,8612000.0,2827000,220400.0,324800.0,6839.0,70236.0,8612000.0,0,0,0,0,0,0,0
150,151,3018.0,55223.0,2149.0,8736.0,139478.0,4273000.0,9740000.0,2819000,1260.0,572200.0,135000.0,96835.0,9740000.0,628 469,764 842,93 126,-20,-800,-18 822,25 200
151,152,9740.0,53910.0,1591.0,11232.0,295700.0,2061419.0,9949000.0,2909000,1536.0,3011.0,310000.0,294500.0,9949000.0,689 800,802 920,97 000,0,100,3 693,26 600
152,153,4900.0,57425.0,2615.0,10497.0,286600.0,2990141.0,9188000.0,2621000,1474.0,2705.0,470000.0,281200.0,9188000.0,588 388,856 388,105 106,-1 100,-400,0,15 100
153,154,6300.0,64520.0,3031.0,13900.0,284100.0,3532883.0,21732988.0,10167659,2257.0,3275.0,299000.0,257100.0,21732988.0,0,619 036,-105 861,3 800,0,0,40 300
154,155,8000.0,451500.0,15200.0,132000.0,309900.0,0.0,24384202.0,11358414,20576.0,2984.0,11142000.0,254500.0,24384202.0,0,0,0,0,0,0,0
155,156,7500.0,480800.0,10500.0,94000.0,10399.0,2459445.0,25719762.0,12358343,21749.0,1748000.0,17167000.0,10043.0,25719762.0,11 705 000,130 219,-10 116,-925,0,0,5 753 000
156,157,6709.0,539200.0,8700.0,102000.0,9426.0,2809300.0,27380000.0,12568000,22450.0,2214000.0,18535000.0,7365.0,27380000.0,13 190 000,161 500,-6 100,656,0,0,6 942 000
157,158,9304.0,687800.0,459.0,4161000.0,7570.0,1944900.0,1550283000.0,64706000,22464.0,2511000.0,11525000.0,9168.0,1550283000.0,13 688 000,262 300,11 400,2 091,27 000,0,7 810 000
158,159,10555.0,1167.0,291.0,4158000.0,8349.0,2148900.0,1624394000.0,65516000,71400.0,3021000.0,3018000.0,11292.0,1624394000.0,12 297 000,409 100,7 800,0,0,0,4 970 000
159,160,433000.0,1365.0,140.0,3617000.0,1679000.0,137880.0,1767643000.0,70843000,67900.0,51365000.0,2976000.0,177000.0,1767643000.0,0,0,0,0,0,0,0
160,161,432000.0,793.0,274.0,4140000.0,1875000.0,122770.0,1961062000.0,73495000,73300.0,52129000.0,4581000.0,224000.0,1961062000.0,2 145 269,628 469,19 834,14 000,65 000,0,851 000
161,162,706000.0,1409.0,41000.0,5992.0,2073000.0,172027.0,1067250.0,435619,84000.0,57002000.0,3542000.0,261000.0,1067250.0,2 418 225,689 800,2 560,31 000,189 000,0,1 124 000
162,163,655000.0,46000.0,41000.0,4875.0,1743000.0,175336.0,1172922.0,511928,312.0,54066000.0,11265.0,669000.0,1172922.0,2 498 217,589 357,-181 696,48 000,138 000,0,1 117 000
163,164,8896000.0,52000.0,48000.0,3187.0,23411000.0,94763.0,1275258.0,557578,274.0,12119000.0,9059.0,13994000.0,1275258.0,2 488 481,0,0,42 000,136 000,0,1 361 000
164,165,9918000.0,66000.0,75000.0,2100.0,15910000.0,84914.0,1255128.0,622301,367.0,11422000.0,14095.0,13421000.0,1255128.0,0,0,0,0,0,0,0
165,166,9350000.0,52000.0,132000.0,4377.0,15606000.0,113117.0,44259000.0,14529000,500.0,11340000.0,5500.0,12867000.0,44259000.0,24 812 000,45 011 000,2 756 000,236 915,4 699,3 000,39 901
166,167,9583000.0,137833000.0,38955000.0,8779.0,14521000.0,153614.0,44177000.0,16475000,42000.0,12815000.0,75100.0,11900000.0,44177000.0,24 651 000,38 520 900,2 581 000,202 453,4 471,1 900,63 160
167,168,11363000.0,142106000.0,38900000.0,13513.0,4977000.0,146600.0,45362000.0,17378000,39000.0,7265.0,84400.0,3278000.0,45362000.0,25 287 000,48 572 700,2 749 200,210 166,8 863,-23 000,71 400
168,169,11186000.0,150039000.0,48149000.0,0.0,5311000.0,145600.0,42776000.0,16298000,43000.0,6708.0,16000.0,3720000.0,42776000.0,23 620 000,34 752 000,2 506 700,186 400,727,0,-110 414
169,170,11086000.0,159810000.0,49630000.0,145.0,0.0,284600.0,15254549.0,3907705,33000.0,16392.0,60000.0,4174000.0,15254549.0,0,0,0,0,0,0,0
170,171,11853000.0,1649000.0,1869000.0,176.0,0.0,362000.0,17052988.0,4276589,71373000.0,31600.0,8099000.0,0.0,17052988.0,4 832 638,1 354 933,99 164,915,36,0,-11 352
171,172,12385.0,1853000.0,2139000.0,1396.0,20703.0,8138.0,15369071.0,4446085,71772000.0,1685300.0,5514000.0,11041.0,15369071.0,5 119 219,1 384 735,203 907,-2 569,0,0,-8 100
172,173,30363.0,2706000.0,2197000.0,358.0,20687.0,4118.0,0.0,0,80760000.0,1874100.0,8542000.0,15825.0,0.0,7 370 616,1 518 028,223 538,2 936,0,0,-41 400
173,174,34436.0,1814000.0,2151000.0,0.0,21364.0,1052.0,7029806.0,3996047,85837000.0,602000.0,7846000.0,15126.0,7029806.0,5 491 592,1 450 800,140 400,3 570,0,0,1 200
174,175,27200.0,2520.0,7935.0,1125000.0,22300.0,1477.0,7974000.0,4625800,625000.0,973000.0,1727.0,12400.0,7974000.0,0,0,0,0,0,0,0
175,176,479200.0,2593.0,8696.0,832000.0,607600.0,1397000.0,13872600.0,5262600,656000.0,24714000.0,1519.0,793000.0,13872600.0,3 228 008,11 705 000,357 000,263 000,3 600,0,18 199
176,177,524500.0,2582.0,9823.0,2045000.0,645700.0,1991000.0,12964200.0,5106100,787000.0,26084000.0,25633.0,850100.0,12964200.0,3 477 400,13 190 000,328 000,231 000,25 372,0,27 859
177,178,262000.0,0.0,16800.0,2166000.0,552000.0,1737000.0,177807.0,129923,831000.0,30002000.0,19700.0,550000.0,177807.0,4 018 200,13 688 000,405 000,220 000,2 219,0,-202 069
178,179,221000.0,667500.0,86300.0,645600.0,397000.0,2146000.0,171749.0,121286,3364.0,30092000.0,1050.0,448000.0,171749.0,4 452 200,12 297 000,185 000,207 000,0,0,0
179,180,6504000.0,746700.0,79800.0,999300.0,20056000.0,3692000.0,241476.0,171563,3720.0,3295.0,1584.0,15983000.0,241476.0,0,0,0,0,0,0,0
180,181,6718000.0,392000.0,112000.0,1134200.0,23023000.0,3290000.0,243107.0,183497,3909.0,2673.0,2269.0,22790000.0,243107.0,0,927 410,1 686 669,4 956,7 000,0,1 623 000
181,182,7038000.0,552000.0,117000.0,1262200.0,23011000.0,3934000.0,741088.0,351450,0.0,3599.0,0.0,22969000.0,741088.0,0,955 891,1 471 872,91 327,128 900,0,1 670 000
182,183,7196000.0,51061000.0,6446000.0,223174.0,22033000.0,6270000.0,761023.0,377196,135400.0,46700.0,50.0,21205000.0,761023.0,0,961 320,1 801 040,61 288,44 500,0,1 735 700
183,184,1530.0,48917000.0,9360000.0,349647.0,131487.0,4466000.0,743992.0,441233,128300.0,14733.0,824.0,112960.0,743992.0,0,816 100,756 300,0,51 800,0,1 617 900
184,185,1248.0,48945000.0,11559000.0,360949.0,179516.0,4537000.0,870250.0,522999,119000.0,25679.0,776.0,161828.0,870250.0,0,0,0,0,0,0,0
185,186,1213.0,46993000.0,12428000.0,457755.0,219185.0,3696000.0,1393700.0,462600,119000.0,28558.0,1525.0,192474.0,1393700.0,655 937,2 145 269,105 115,-13 030,2 369,0,83 054
186,187,1900.0,26902.0,15377.0,0.0,217400.0,4420000.0,1412900.0,511700,18434000.0,0.0,1246000.0,208000.0,1412900.0,775 623,2 418 225,126 771,-21 900,592,0,122 686
187,188,4488.0,35558.0,18698.0,38700.0,30148.0,5192000.0,1557400.0,526000,19194000.0,2816.0,228000.0,7852.0,1557400.0,636 011,2 498 217,125 672,-8 500,0,0,146 719
188,189,6606.0,46612.0,20925.0,39100.0,32740.0,21316.0,1875100.0,524200,22817000.0,2019.0,1184000.0,7074.0,1875100.0,718 894,2 488 481,129 163,22 900,0,0,82 900
189,190,8486.0,72900.0,23400.0,41400.0,17698.0,25115.0,49981.0,28272,24876000.0,1243.0,932000.0,3969.0,49981.0,0,0,0,0,0,0,0
190,191,57.0,2003.0,113.0,40900.0,0.0,32588.0,40080.0,23348,4261.0,12599.0,24900.0,0.0,40080.0,2 731 100,24 812 000,3 729 000,0,61 000,0,330 000
191,192,53.0,2394.0,309.0,39547.0,218.0,49600.0,36837.0,17879,14379.0,1364000.0,26300.0,4832.0,36837.0,2 919 700,24 651 000,2 741 000,0,28 000,0,227 000
192,193,1613.0,2068.0,4586.0,51805.0,76.0,139600.0,40283.0,14842,17421.0,1671000.0,29400.0,8076.0,40283.0,2 705 000,25 287 000,3 238 000,0,43 000,0,261 000
193,194,603.0,0.0,0.0,66373.0,30.0,142500.0,6211000.0,-1362000,17800.0,2582000.0,25600.0,16655.0,6211000.0,2 464 100,23 620 000,2 798 000,0,38 000,0,94 000
194,195,1825000.0,2245.0,132.0,79300.0,36.0,83000.0,7270000.0,-1451000,776.0,8483000.0,280699.0,13775.0,7270000.0,0,0,0,0,0,0,0
195,196,1247000.0,3407.0,233.0,0.0,1465000.0,41000.0,8886000.0,-1043000,933.0,126300.0,142523.0,697000.0,8886000.0,37 411,4 876 666,209 720,-8 312,43 238,0,1 352 581
196,197,11873000.0,15274.0,1046.0,562.0,944000.0,8929000.0,9428000.0,-1134000,1144.0,121700.0,282216.0,907000.0,9428000.0,27 116,5 229 713,707 529,-7 030,22 828,0,1 143 462
197,198,11300000.0,25632.0,719.0,1148.0,2357000.0,8700000.0,280752000.0,48698000,0.0,13600.0,434958.0,1746000.0,280752000.0,24 324,7 430 780,796 252,-4 122,29 300,0,1 261 815
198,199,69300.0,1214000.0,229000.0,5117.0,2411000.0,10519000.0,283169000.0,52646000,849000.0,9300.0,0.0,1770000.0,283169000.0,31 011,5 491 592,246 163,-3 105,200,0,392 300
199,200,57600.0,1809000.0,91000.0,587.0,406700.0,12980000.0,303284000.0,55790000,163.0,2800355.0,1700.0,433500.0,303284000.0,0,0,0,0,0,0,0
200,201,52300.0,3368000.0,390000.0,15092.0,656100.0,182167.0,305891000.0,55226000,214.0,3216781.0,11700.0,775100.0,305891000.0,1 320 000,3 228 008,729 005,16 700,728 000,0,4 216 000
201,202,43500.0,3620000.0,140600.0,16843.0,588400.0,189934.0,30026000.0,5137000,347.0,3125364.0,31400.0,794400.0,30026000.0,1 378 000,3 477 400,768 200,11 700,256 000,0,5 027 000
202,203,1232507.0,902800.0,169100.0,24330.0,636700.0,233988.0,30368000.0,5635000,344000.0,3788192.0,2100.0,905600.0,30368000.0,1 570 000,4 018 200,812 900,9 700,352 000,0,5 458 000
203,204,1466970.0,851600.0,202500.0,26536.0,406071.0,152100.0,32877000.0,6231000,252000.0,0.0,43519.0,431476.0,32877000.0,1 423 000,4 452 200,669 700,12 300,413 000,0,3 238 000
204,205,1778627.0,845700.0,205900.0,2800.0,679633.0,6930.0,33721000.0,6473000,887000.0,1709300.0,554231.0,599819.0,33721000.0,0,0,0,0,0,0,0
205,206,2024339.0,859800.0,13696.0,3000.0,610295.0,19768.0,125893.0,76608,821000.0,1697700.0,391075.0,574713.0,125893.0,69 632 000,0,-144 983,93,-208,0,75 271
206,207,36100.0,1090287.0,1525206.0,2100.0,649975.0,8187.0,134074.0,74355,1136300.0,1716300.0,504800.0,601471.0,134074.0,68 976 000,0,-166 202,77,-3 452,0,83 364
207,208,32300.0,1282827.0,1362380.0,3900.0,0.0,0.0,155369.0,86477,1171800.0,998800.0,0.0,0.0,155369.0,71 317 000,0,-151 700,79,69,0,90 828
208,209,41800.0,1441049.0,1448891.0,211161.0,71400.0,37646.0,168500.0,60900,1147000.0,1340359.0,104.0,103700.0,168500.0,69 031 000,0,-141 841,170,-449,0,73 151
209,210,43100.0,1987002.0,0.0,188711.0,71500.0,185525.0,5192800.0,1617700,1124200.0,1662099.0,96.0,107300.0,5192800.0,0,0,0,0,0,0,0
210,211,383209.0,0.0,30200.0,232371.0,74900.0,134371.0,5365700.0,1470700,310374.0,2766169.0,203.0,151200.0,5365700.0,15 368 000,658 721,80 460,50 000,109 000,-1 364,2 559 000
211,212,735120.0,1875000.0,44300.0,228323.0,70000.0,73173.0,3768000.0,1670000,383651.0,3086900.0,3745.0,143800.0,3768000.0,16 890 000,777 168,101 272,19 000,762 000,-638,2 439 000
212,213,946918.0,1826500.0,73700.0,235048.0,524508.0,517000.0,3539000.0,1132000,365032.0,0.0,310191.0,230122.0,3539000.0,18 690 000,638 793,76 199,13 000,-46 000,-212,2 028 000
213,214,918200.0,1792300.0,77900.0,242977.0,705716.0,1159000.0,150141000.0,42123000,437140.0,108153.0,372399.0,301863.0,150141000.0,16 659 000,721 949,99 633,16 000,304 000,-5,2 030 000
214,215,19939.0,1741100.0,34154.0,265846.0,864898.0,1829000.0,153702000.0,40942000,75335.0,69005.0,267939.0,373010.0,153702000.0,0,0,0,0,0,0,0
215,216,19738.0,506818.0,43942.0,289368.0,810700.0,4836000.0,159793000.0,38037000,120243.0,164682.0,182215.0,409800.0,159793000.0,34 291,2 735 400,122 400,1 778 000,178 924,-200,708 994
216,217,93521.0,685998.0,67550.0,1105200.0,0.0,83500.0,153182000.0,33856000,108690.0,504940.0,1263783.0,0.0,153182000.0,84 222,2 924 300,96 300,1 716 000,205 849,3 400,572 802
217,218,114678.0,1018005.0,49100.0,1264000.0,43488.0,334700.0,441356.0,89307,139846.0,2392.0,1224442.0,3238.0,441356.0,93 477,2 708 200,97 500,1 789 000,258 673,0,712 722
218,219,312630.0,1593500.0,0.0,1419200.0,45177.0,442000.0,551100.0,107009,0.0,2078.0,1950262.0,4408.0,551100.0,92 800,2 465 600,56 200,1 575 000,121 282,0,302 759
219,220,323122.0,0.0,121733.0,1431700.0,59900.0,218400.0,697577.0,156136,12300.0,1102.0,2006533.0,3539.0,697577.0,0,0,0,0,0,0,0
220,221,240961.0,28779.0,23043.0,10600.0,91278.0,302190.0,641300.0,152000,13700.0,541.0,927300.0,58072.0,641300.0,6 421 900,37 411,-1 284,490 000,0,0,520 144
221,222,84439.0,27492.0,82972.0,10500.0,62554.0,332624.0,58322.0,23203,18700.0,801183.0,60900.0,75269.0,58322.0,6 694 300,27 116,-1 943,366 000,0,-1 295,563 400
222,223,713136.0,27782.0,300618.0,8700.0,65755.0,345414.0,79989.0,29210,16900.0,953240.0,860900.0,51997.0,79989.0,4 923 000,24 324,-5 264,265 000,0,0,606 300
223,224,715209.0,38884.0,11674.0,10500.0,55389.0,450281.0,64884.0,12078,56163.0,1570141.0,1061100.0,58969.0,64884.0,3 967 000,31 011,-3 028,253 000,0,0,485 500
224,225,809960.0,29054.0,7639.0,0.0,43389.0,1580284.0,0.0,0,60230.0,1740667.0,92372.0,53616.0,0.0,0,0,0,0,0,0,0
225,226,986016.0,14191.0,9140.0,300.0,77804.0,908139.0,44967.0,35638,70092.0,3302400.0,82006.0,304911.0,44967.0,59 576 000,1 320 000,422 000,128,0,0,-147 693
226,227,751900.0,12658.0,7851.0,500.0,86166.0,965935.0,195261.0,181419,80400.0,3252900.0,95719.0,334537.0,195261.0,56 967 000,1 378 000,430 000,209,0,0,-166 076
227,228,702400.0,9230.0,56782.0,800.0,370954.0,1092337.0,167840.0,145602,0.0,2434800.0,93756.0,448265.0,167840.0,60 058 000,1 626 000,520 000,442,0,0,-153 587
228,229,653600.0,89236.0,66596.0,1400.0,370706.0,0.0,118546.0,85560,903.0,3380300.0,80602.0,428418.0,118546.0,55 751 000,1 465 000,414 000,0,0,0,-142 478
229,230,575500.0,84102.0,58828.0,1170900.0,406400.0,114300.0,13163000.0,7054000,827.0,111213.0,46360.0,66700.0,13163000.0,0,0,0,0,0,0,0
230,231,12846.0,114855.0,67556.0,1174000.0,345400.0,78000.0,10064000.0,5814000,1399.0,83166.0,50899.0,54600.0,10064000.0,462 164,69 632 000,5 637 000,49 600,2 353,0,51 940
231,232,14158.0,159247.0,10100.0,1358500.0,343700.0,49300.0,46269000.0,33262000,1084.0,68204.0,54630.0,56300.0,46269000.0,612 656,68 976 000,5 282 000,49 400,1 963,0,66 198
232,233,13774.0,4999600.0,22000.0,0.0,333700.0,248600.0,52583000.0,35332000,144463.0,57081.0,916300.0,61700.0,52583000.0,824 297,71 317 000,6 760 000,60 000,1 130,-454 000,53 360
233,234,12746.0,4893900.0,42100.0,1072800.0,119483.0,826098.0,2823100.0,726600,158537.0,352865.0,310600.0,56682.0,2823100.0,674 700,69 031 000,3 875 000,27 000,2 390,-158 000,69 096
234,235,40057.0,4761700.0,43800.0,1091800.0,134331.0,820357.0,3467000.0,966400,142631.0,314841.0,423400.0,69778.0,3467000.0,0,0,0,0,0,0,0
235,236,42953.0,3881400.0,1337.0,1079400.0,134397.0,506246.0,3629800.0,1165600,145283.0,407983.0,714000.0,62389.0,3629800.0,37 092,15 373 000,1 676 000,678 000,700,0,76 400
236,237,50559.0,137215.0,1382.0,960000.0,119700.0,297000.0,3599800.0,1044400,128400.0,396510.0,123700.0,48938.0,3599800.0,35 391,16 895 000,1 806 000,628 000,2 100,0,72 600
237,238,58314.0,138879.0,1511.0,4966.0,179402.0,0.0,6062656.0,2528452,97300.0,964200.0,52300.0,162987.0,6062656.0,20 087,18 695 000,1 937 000,724 000,2 400,0,58 900
238,239,935000.0,142285.0,1548.0,551.0,184193.0,158642.0,6359687.0,2642667,107100.0,1592200.0,41700.0,175794.0,6359687.0,0,16 661 000,1 213 000,819 000,300,0,22 400
239,240,1107700.0,136902.0,5783.0,431.0,207638.0,174501.0,6596626.0,2777228,130800.0,1598400.0,185900.0,185958.0,6596626.0,0,0,0,0,0,0,0
240,241,1281300.0,68912.0,5851.0,333.0,224130.0,187785.0,6505898.0,2673012,53676.0,1869500.0,153400.0,209619.0,6505898.0,0,34 291,-5 913,4 680,0,0,-1 345
241,242,1959400.0,71456.0,2703.0,0.0,1696900.0,398018.0,10380288.0,5580191,47877.0,112100.0,300600.0,3449700.0,10380288.0,0,84 222,-2 149,1 637,0,0,-3 408
242,243,87200.0,68783.0,25121.0,0.0,1652100.0,122206.0,11508573.0,5946478,44146.0,104100.0,258400.0,3733300.0,11508573.0,0,93 477,1 986,923,0,0,-5 454
243,244,96400.0,70603.0,121500.0,0.0,1766100.0,106979.0,12034735.0,6294421,47072.0,96100.0,252800.0,4219300.0,12034735.0,0,92 800,3 300,200,0,0,-3 238
244,245,104800.0,2247300.0,176800.0,0.0,1947500.0,33112.0,13890283.0,6631106,36213.0,229700.0,1084700.0,4562600.0,13890283.0,0,0,0,0,0,0,0
245,246,148400.0,2468200.0,379800.0,0.0,336400.0,22909.0,0.0,0,33008.0,245500.0,2082800.0,295900.0,0.0,0,6 421 900,257 800,1 712,11 000,-1 100,277 000
246,247,29100.0,2649700.0,198100.0,2747725.0,373500.0,243441.0,2235900.0,-6100,38235.0,295300.0,2499900.0,324000.0,2235900.0,9 184 000,6 694 300,142 900,5 420,11 000,-300,285 000
247,248,40000.0,2784600.0,721700.0,2401742.0,411500.0,259573.0,2154900.0,-79700,48084.0,430800.0,0.0,369300.0,2154900.0,10 799 000,4 923 000,133 000,1 600,14 000,199 000,346 000
248,249,50300.0,349400.0,782900.0,2057590.0,469800.0,345610.0,2160200.0,-198400,344100.0,632400.0,7200.0,411600.0,2160200.0,17 390 000,3 967 000,-326 000,0,13 000,-37 000,266 000
249,250,111900.0,373100.0,793400.0,0.0,43000.0,448628.0,2290400.0,713600,399700.0,7156900.0,56100.0,24200.0,2290400.0,14 429 000,0,0,0,0,0,0
250,251,10290200.0,378800.0,598700.0,0.0,58000.0,1153800.0,4129415.0,1756714,397200.0,8335600.0,292100.0,28000.0,4129415.0,0,59 576 000,2 735 000,0,35 000,366 000,3 289 000
251,252,10060500.0,394000.0,506500.0,0.0,107800.0,408000.0,5832307.0,2481973,393300.0,9419700.0,783000.0,53700.0,5832307.0,11 146 900,56 967 000,2 645 000,-524,569 000,1 069 000,1 191 000
252,253,10831700.0,297500.0,502800.0,0.0,135400.0,733500.0,7205448.0,2722182,83700.0,0.0,26259.0,69900.0,7205448.0,13 140 500,60 058 000,3 676 000,-154,818 000,0,5 182 000
253,254,473100.0,313500.0,533400.0,0.0,5111700.0,1455300.0,7823100.0,2898100,83900.0,853800.0,30741.0,5043700.0,7823100.0,14 853 100,55 751 000,1 501 000,484,425 000,0,615 000
254,255,480000.0,331400.0,585000.0,4.0,5127800.0,99672.0,0.0,0,83200.0,855100.0,31504.0,4943200.0,0.0,14 793 700,0,0,2 150,0,0,0
255,256,511000.0,952400.0,1220700.0,4.0,5229400.0,103701.0,749896.0,447167,106200.0,1737200.0,21547.0,5087500.0,749896.0,0,462 164,13 973,0,5 000,0,835 000
256,257,506000.0,3109200.0,5256700.0,4.0,0.0,78930.0,757517.0,548018,13200.0,1786000.0,48.0,0.0,757517.0,3 478 110,612 656,35 325,81 000,9 000,0,965 000
257,258,40640.0,2870600.0,7064300.0,0.0,265100.0,88963.0,1065581.0,729480,14900.0,196289.0,1468.0,1765600.0,1065581.0,4 366 403,824 297,66 882,54 000,13 000,0,1 113 000
258,259,41927.0,2812400.0,0.0,52.0,271800.0,210246.0,1598463.0,802324,53300.0,188148.0,3558.0,1876700.0,1598463.0,4 680 630,674 700,31 500,117 000,13 000,0,614 000
259,260,35543.0,0.0,13900.0,0.0,274800.0,174958.0,684987.0,155014,28300.0,168665.0,325.0,1888700.0,684987.0,4 863 000,0,0,119 000,0,0,0
260,261,26923.0,611200.0,20600.0,0.0,285000.0,173742.0,665570.0,96512,1852500.0,205448.0,575722.0,1784000.0,665570.0,0,38 810,-5 769,0,0,0,-6 455
261,262,10482.0,620200.0,28000.0,0.0,15643.0,222021.0,465323.0,9806,1817700.0,0.0,0.0,19925.0,465323.0,1 309 400,36 819,-8 244,4 700,0,0,-2 084
262,263,8146.0,1641200.0,33000.0,1843.0,14022.0,932500.0,225822.0,-99739,1599400.0,0.0,1534039.0,13516.0,225822.0,1 279 700,22 216,-16 693,2 900,0,0,1 623
263,264,8460.0,594000.0,21487.0,2291.0,18411.0,1562200.0,4320551.0,562356,0.0,0.0,0.0,13431.0,4320551.0,1 373 100,0,0,1 500,0,0,3 200
264,265,8773.0,252620.0,22968.0,2521.0,19317.0,1563000.0,4514764.0,631266,179800.0,1506.0,6323.0,14892.0,4514764.0,1 278 000,0,0,2 100,0,0,0
265,266,97936.0,265836.0,23315.0,0.0,59658.0,2105300.0,6128101.0,837995,161500.0,1187.0,8535.0,18957.0,6128101.0,0,0,0,0,0,0,117 100
266,267,93360.0,271236.0,24219.0,727.0,62802.0,199600.0,6494636.0,889867,176700.0,10128691.0,9536.0,24684.0,6494636.0,2 971 417,3 364,-30 889,168 944,1 900,0,37 900
267,268,91529.0,304906.0,6630.0,1528.0,63914.0,165800.0,8882100.0,2734800,206000.0,0.0,6999.0,26823.0,8882100.0,3 781 148,4 447,-43 621,186 511,0,0,270 000
268,269,8649.0,9098.0,6750.0,779.0,67363.0,167200.0,7911300.0,2966000,45034.0,8374064.0,3163.0,28516.0,7911300.0,4 562 800,5 283,-64 074,228 161,-3 000,0,-487 000
269,270,8046.0,16445.0,5883.0,624.0,145532.0,201500.0,7794400.0,2847400,17243.0,0.0,3160.0,571146.0,7794400.0,0,3 718,-68 832,0,0,0,0
270,271,7439.0,22868.0,5640.0,5035.0,154685.0,43600.0,8291600.0,2867400,17589.0,6671.0,4538.0,0.0,8291600.0,0,0,0,0,0,0,2 108 000
271,272,5966.0,17933.0,10008787.0,5739.0,123565.0,31000.0,697417.0,299070,16739.0,5865.0,0.0,672744.0,697417.0,496 436,9 184 000,1 347 000,-49 000,0,0,1 628 000
272,273,5884.0,5259304.0,10746517.0,6709.0,0.0,1481500.0,702175.0,335601,570.0,4632.0,621.0,0.0,702175.0,532 294,10 799 000,1 358 000,-48 900,0,0,1 649 000
273,274,6632.0,4991121.0,8130594.0,5512.0,6166.0,708800.0,708839.0,362701,734.0,6817.0,598.0,4762.0,708839.0,615 033,17 390 000,1 678 000,-42 700,0,0,-892 000
274,275,7017.0,3814048.0,0.0,35626.0,10188.0,3098700.0,710669.0,358884,1800.0,6926752.0,288.0,3558.0,710669.0,679 108,14 429 000,452 000,-38 000,0,0,0
275,276,9004.0,0.0,633.0,39290.0,8734.0,4784900.0,1474729.0,505145,2859.0,5382661.0,3641.0,3111.0,1474729.0,0,0,0,0,4 059,0,18 038
276,277,636.0,215.0,394.0,38544.0,6521.0,2943300.0,1473984.0,559860,443004.0,5449112.0,67872.0,4787.0,1473984.0,144 159,11 180 000,385 200,46 715,3 834,0,32 318
277,278,796.0,408.0,450.0,33014.0,141669.0,0.0,1610285.0,577647,0.0,5662157.0,55094.0,141706.0,1610285.0,221 101,13 176 000,210 500,61 764,5 779,0,55 701
278,279,920.0,594.0,445.0,29800.0,110723.0,774900.0,1763033.0,657450,619656.0,160589.0,94837.0,75328.0,1763033.0,148 679,14 878 200,-169 100,94 300,2 900,0,15 700
